"Regulation","Ensembl ID","log2 Fold Change","Adj.Pval","Symbol","Chr","Type","CHP_115","CHP_118","CHP_137","CHP_198","CHP_69","IPF_182","IPF_202","IPF_92"
"Down","ENSG00000184860",-3.1876097134328,"5.82e-02","SDR42E1","16q23.3","protein_coding",8.63447369833021,4.10922033902029,4.25209833823773,4.55217609326009,6.64520811760821,3.72997457345804,3.42717852920341,4.52931768525876
"Down","ENSG00000189058",-3.17771744111997,"5.67e-02","APOD","3q29","protein_coding",6.43252589564547,3.57954144227762,3.93463503475508,3.1481503929349,6.75957943361635,3.17883446736827,3.08823331684235,3.07976837174655
"Down","ENSG00000141934",-3.1753652375077,"9.55e-02","PLPP2","19p13.3","protein_coding",10.5157085877077,4.97271715279781,5.56325421900203,4.36047818417108,8.19491435902741,5.7918178860443,4.03452271523751,5.95215247538591
"Down","ENSG00000264113",-3.17282810253729,"4.00e-02","RN7SL784P","17p13.2","misc_RNA",4.29444894573296,3.57954144227762,5.50466084677243,6.60602036339207,3.61565839549143,3.03793156486001,2.64438015794288,3.07976837174655
"Down","ENSG00000210135",-3.16936300797956,"8.42e-02","MT-TN","MT","Mt_tRNA",6.99504421135674,3.07372442305504,6.34264217345235,3.1481503929349,3.70141479345852,3.17883446736827,2.64438015794288,3.45948135449826
"Down","ENSG00000111816",-3.16899875914972,"5.52e-02","FRK","6q22.1","protein_coding",10.9867417290314,6.79377194744332,6.4706088059507,6.00738093415115,8.36552579855915,6.80549941667073,4.53258488772512,5.65698430221953
"Down","ENSG00000185630",-3.16899156280672,"6.85e-02","PBX1","1q23.3","protein_coding",10.8831482606401,5.94140521976668,6.20221031048248,5.57853560542132,8.06747641286763,6.62020573890733,4.90212707917972,5.26173757692737
"Down","ENSG00000101871",-3.16414132044811,"4.84e-02","MID1","Xp22.2","protein_coding",9.88728270076177,5.59079386744202,5.82508673199852,5.09441064653135,7.50718880668743,5.52767303090629,3.93181083833519,5.08366913799598
"Down","ENSG00000164078",-3.16407704995876,"4.46e-02","MST1R","3p21.31","protein_coding",8.22598031565993,3.86855422439193,4.7324055697761,4.29046754977374,6.56740284625775,3.90247203433375,3.57082066529927,3.82602671235434
"Down","ENSG00000130702",-3.15365237332487,"6.52e-02","LAMA5","20q13.33","protein_coding",11.1739726213076,5.66806444714119,6.4706088059507,6.60602036339207,8.96212292557264,5.95747701949942,4.90212707917972,6.95003494458683
"Down","ENSG00000128274",-3.14498560705558,"5.74e-02","A4GALT","22q13.2","protein_coding",11.0509240253115,6.95662347377703,8.4445317288035,5.45596826323994,7.45258716972466,4.87178257757807,5.19605301572431,7.07786262338264
"Down","ENSG00000164749",-3.14448949406044,"9.82e-02","HNF4G","8q21.13","protein_coding",8.07459787464602,4.03337316543427,3.74517065500652,2.980417700991,5.37631198879049,4.05652979782797,3.08823331684235,3.1844683387856
"Down","ENSG00000197077",-3.13606349899407,"2.89e-02","KIAA1671","22q11.23","protein_coding",12.1239791662597,7.35740912197262,7.66873511459022,9.07979459675056,9.68483467621737,7.70568740306295,6.50322799278737,7.06420615689192
"Down","ENSG00000110723",-3.13601069340458,"6.41e-02","EXPH5","11q22.3","protein_coding",11.7815725933974,7.40332812427059,7.12407038231729,6.0503785118425,9.16441904872448,7.43769129121691,5.61604612131676,6.54064317878518
"Down","ENSG00000186472",-3.13440425692345,"6.40e-02","PCLO","7q21.11","protein_coding",9.81633251557387,4.88912094838438,5.67375148040782,5.3566857719782,7.7070136468902,5.76970619087549,3.57082066529927,4.81675984942739
"Down","ENSG00000006042",-3.13423918284759,"7.38e-02","TMEM98","17q11.2","protein_coding",8.54404848832368,3.95331610848774,4.626476315451,4.13934768810437,7.01538513998994,4.6953401754683,2.88330907779802,3.95001724498577
"Down","ENSG00000225972",-3.13419250174914,"6.78e-02","MTND1P23","1p36.33","unprocessed_pseudogene",9.33844596777063,5.66806444714119,9.74229233935654,5.66407761300655,3.93177632922701,5.57943718138702,5.58253406923652,4.68018569513525
"Down","AC111149.2",-3.12514893167928,"5.03e-02",NA,"NANA",NA,6.65214891054072,3.07372442305504,4.626476315451,6.54719322893094,7.47101828353557,2.70661366552027,3.08823331684235,4.52931768525876
"Down","AL161909.1",-3.12376766081662,"6.28e-02",NA,"NANA",NA,3.04626863185575,6.77060036370755,7.23636184955499,5.487600058668,3.32277319823317,3.90247203433375,3.42717852920341,2.84438375595344
"Down","ENSG00000198478",-3.11857342422786,"5.81e-02","SH3BGRL2","6q14.1","protein_coding",10.5240816357316,5.45203420482059,6.53057292376818,5.96306240166184,7.87790121885336,6.14093000886489,4.30494118113356,5.69292533573798
"Down","ENSG00000176842",-3.11677660165877,"9.19e-02","IRX5","16q12.2","protein_coding",8.22598031565993,3.57954144227762,5.16960007105526,3.77929815266096,5.57114530415007,3.81879987635943,2.35787152004404,4.26855077088713
"Down","ENSG00000177106",-3.11373438324408,"6.14e-02","EPS8L2","11p15.5","protein_coding",10.5351706394349,5.36188424287093,7.16248023031956,6.45419474203775,8.2278016247636,5.3895028270774,3.57082066529927,6.62677959844391
"Down","ENSG00000177508",-3.10697107765177,"3.78e-02","IRX3","16q12.2","protein_coding",8.94416527733027,4.55124158428417,5.91782033944435,4.91991149563101,6.49720087201056,4.43929948542755,3.821222074153,4.52931768525876
"Down","ENSG00000178038",-3.103373682398,"8.12e-02","ALS2CL","3p21.31","protein_coding",10.5557355490038,4.8003812409437,6.50090238570488,5.17433478589839,7.64343173722422,5.55378725704121,4.60112794115396,6.10669603849698
"Down","ENSG00000129514",-3.09249663209561,"7.47e-02","FOXA1","14q21.1","protein_coding",10.8831482606401,5.85591941065532,6.77327187880537,5.69150044854992,8.30174293149853,6.25674235727967,4.13040557295086,6.43848838838446
"Down","ENSG00000167306",-3.09014489358814,"5.78e-02","MYO5B","18q21.1","protein_coding",11.5483546723135,6.5296463265662,7.28939148339445,6.743378666464,9.02376521640564,6.98894936229764,5.47705770219855,6.80156326803674
"Down","ENSG00000154162",-3.0892043208512,"9.88e-02","CDH12","5p14.3","protein_coding",5.70841436797129,3.07372442305504,4.25209833823773,2.980417700991,5.3499982145017,3.03793156486001,2,2.84438375595344
"Down","ENSG00000240668",-3.08497824215928,"1.69e-02","KRT8P36","3q22.3","processed_pseudogene",5.35495614819666,5.23219066836567,6.50090238570488,7.61241299440452,4.92008533447572,4.43929948542755,2.64438015794288,3.3735063862995
"Down","AC025154.2",-3.0846222209287,"6.90e-02",NA,"NANA",NA,7.84435108850918,3.07372442305504,4.7324055697761,4.55217609326009,5.82148754054511,3.30719205923251,2.88330907779802,4.11805736092939
"Down","ENSG00000189143",-3.08128133666392,"9.78e-02","CLDN4","7q11.23","protein_coding",11.3955012203997,6.09853401736356,6.64350526179496,5.17433478589839,9.094815488072,6.25674235727967,4.78914696937047,7.23238797706331
"Down","ENSG00000082458",-3.07914747070544,"4.97e-02","DLG3","Xq13.1","protein_coding",10.9384871243947,5.61701327144276,6.30879483061861,7.53126294538272,8.44537160613912,5.67770610543563,5.58253406923652,6.60807769289683
"Down","ENSG00000165105",-3.07584175674102,"5.74e-02","RASEF","9q21.32","protein_coding",10.1205088659663,5.36188424287093,6.00495151384335,5.66407761300655,7.4771100311026,5.70126196099877,4.30494118113356,5.37668936736172
"Down","ENSG00000233155",-3.0755853876683,"8.47e-02","HMGA1P8","2p13.1","processed_pseudogene",5.0800216159717,3.34868810203856,4.7324055697761,3.1481503929349,4.98991557822127,3.17883446736827,2,2.39856824201869
"Down","ENSG00000065320",-3.07471011877935,"7.39e-02","NTN1","17p13.1","protein_coding",9.5390543554839,4.37808674229581,5.50466084677243,5.13492611204457,7.65422522738508,4.87178257757807,3.42717852920341,5.48315405293377
"Down","ENSG00000136848",-3.07127586475793,"7.02e-02","DAB2IP","9q33.2","protein_coding",10.1075667661504,4.84543328098607,5.56325421900203,6.15257941115946,7.27516744704462,4.78625707255398,4.30494118113356,5.98151075670288
"Down","AC012313.3",-3.07109977889167,"4.00e-02",NA,"NANA",NA,6.38428397685905,4.97271715279781,7.58637148234914,7.34522747189895,2.80795861781523,4.12779880359951,3.821222074153,3.69036943968028
"Down","ENSG00000178297",-3.06976263264632,"6.02e-02","TMPRSS9","19p13.3","protein_coding",4.0688581338087,4.24990787450119,6.16485741682611,6.15257941115946,3.08820854636368,2.50722396959903,2.64438015794288,3.54061967144169
"Down","ENSG00000168878",-3.06755594495124,"2.34e-02","SFTPB","2p11.2","protein_coding",5.49783654058245,7.25260121708581,7.10447504556944,5.82130140489032,9.37154220213844,3.53401529334692,5.15103824697874,5.28547235868299
"Down","ENSG00000197446",-3.05970000182229,"4.62e-02","CYP2F1","19q13.2","protein_coding",10.2937398042295,6.13528064829637,7.48393241750565,6.9276289534901,9.22720876805515,6.14093000886489,3.08823331684235,6.51074899908683
"Down","ENSG00000119888",-3.05482712498276,"4.49e-02","EPCAM","2p21","protein_coding",10.2388409461245,6.94632033905407,6.4706088059507,4.61080446356251,8.86325846928887,5.99608137302979,5.19605301572431,5.58229916342121
"Down","ENSG00000134709",-3.05286128464849,"4.60e-02","HOOK1","1p32.1","protein_coding",10.267382953507,5.42260571841692,6.77327187880537,6.07140610064288,7.65959184100828,5.91781120319628,4.66656165289359,5.46248038379154
"Down","ENSG00000147642",-3.05126996256587,"6.39e-02","SYBU","8q23.2","protein_coding",9.03289595967565,4.60463048920854,4.92344704113772,5.17433478589839,7.43391753923815,4.87178257757807,3.08823331684235,4.88048592635774
"Down","ENSG00000162571",-3.05035493655768,"2.82e-02","TTLL10","1p36.33","protein_coding",8.98112616148054,5.26572337229259,6.37571358679151,5.25006264627207,8.18005365040639,5.44636844999939,3.821222074153,4.44752280434774
"Down","ENSG00000126778",-3.03871434863284,"8.33e-02","SIX1 ENSG00000126778","14q23.1","protein_coding",9.65287462289732,5.01276626560113,5.31308781887658,4.61080446356251,7.50718880668743,5.33030347333054,3.42717852920341,5.26173757692737
"Down","ENSG00000143375",-3.03599727637799,"4.59e-02","CGN","1q21.3","protein_coding",10.9826972115608,6.5704702375641,8.3808000359752,5.69150044854992,8.69575252658591,6.76135899801872,5.15103824697874,6.31707564834475
"Down","ENSG00000210194",-3.02771108106056,"5.76e-02","MT-TE","MT","Mt_tRNA",10.1993039350478,5.78830759979852,10.1955506429772,6.28449155001257,6.20590303155755,6.58264877877324,5.19605301572431,6.03849361766157
"Down","ENSG00000117507",-3.01885465164463,"8.66e-02","FMO6P","1q24.3","transcribed_unitary_pseudogene",6.05507962808961,3.77849980431032,3.52700828563143,3.97052596653264,6.35889157299684,3.30719205923251,2,3.3735063862995
"Down","ENSG00000168350",-3.01557314471038,"6.60e-02","DEGS2","14q32.2","protein_coding",8.11210835618354,4.10922033902029,4.25209833823773,4.91991149563101,6.8840035659066,4.38214894074859,2.64438015794288,4.11805736092939
"Down","ENSG00000154080",-3.00777625714801,"5.74e-02","CHST9","18q11.2","protein_coding",11.5544987001845,7.38055130775993,7.83253087632153,6.96181471162593,10.3128683155262,7.80687319379133,5.0068984596682,6.80977042942116
"Down","ENSG00000162409",-3.00777401048348,"8.35e-02","PRKAA2 ENSG00000162409","1p32.2","protein_coding",8.54404848832368,4.31542037604701,5.56325421900203,4.42724802693642,6.72927556940872,4.9127162466299,2.35787152004404,4.11805736092939
"Down","ENSG00000175772",-3.0075832964162,"7.27e-02","LINC01106","2q13","lncRNA",5.58578896114442,3.57954144227762,4.7324055697761,3.77929815266096,3.32277319823317,3.03793156486001,2.35787152004404,2.39856824201869
"Down","ENSG00000183840",-2.99895950198073,"9.99e-02","GPR39 ENSG00000183840","2q21.2","protein_coding",6.6316313794758,3.68244763838531,3.74517065500652,2.57193721229046,4.92008533447572,2.88176276806099,2.88330907779802,2.96687130559948
"Down","ENSG00000120915",-2.9917154341133,"8.37e-02","EPHX2","8p21.2","protein_coding",9.00525095466179,3.86855422439193,5.01024905535886,4.36047818417108,6.79901914733302,4.59830615130724,3.93181083833519,4.52931768525876
"Down","ENSG00000128833",-2.98669901445724,"4.80e-02","MYO5C","15q21.2","protein_coding",11.535297377752,7.19284507689784,7.8561578310638,7.01705022043487,9.40227933827408,7.33602393733281,5.51308014852989,6.87379922155437
"Down","ENSG00000189377",-2.9833424254658,"6.93e-02","CXCL17","19q13.2","protein_coding",11.3569616281136,6.1887031120272,7.12407038231729,7.07024871414002,9.40227933827408,6.73877179456196,5.0068984596682,7.20775596416537
"Down","ENSG00000150687",-2.98331077211927,"7.08e-02","PRSS23","11q14.2","protein_coding",12.3523388570026,7.68318062926008,8.00096555284918,7.50058423729653,10.4738412679037,7.35842102769395,5.96714620627965,8.39590343600041
"Down","ENSG00000142675",-2.98134630811985,"6.18e-02","CNKSR1","1p36.11","protein_coding",8.83174105685158,4.70582335405519,5.31308781887658,4.55217609326009,6.56740284625775,4.95252047437147,3.57082066529927,4.00823265891772
"Down","ENSG00000203930",-2.96628281849409,"1.46e-02","LINC00632","Xq27.1","lncRNA",10.2489791979223,9.32083572581728,10.4102739252719,7.3190926885767,6.61237542914161,6.10605831339974,5.85933569508788,7.22626928878209
"Down","ENSG00000104313",-2.9633585201166,"8.08e-02","EYA1 ENSG00000104313","8q13.3","protein_coding",9.81860334518026,4.97271715279781,5.87219849928637,5.09441064653135,7.30286873472978,5.62940817806596,3.821222074153,5.2376057770057
"Down","ENSG00000185681",-2.95498231128328,"5.81e-02","MORN5","9q33.2","protein_coding",8.44757436276157,4.97271715279781,5.44358666254871,4.61080446356251,8.45774661672924,5.23668448382536,3.42717852920341,4.56853935815858
"Down","ENSG00000112319",-2.95146400210091,"9.63e-02","EYA4","6q23.2","protein_coding",9.44811297353849,4.93152445815796,4.83108620830733,4.55217609326009,7.08085138599556,5.47398223074802,3.57082066529927,4.64392184074908
"Down","ENSG00000282941",-2.94743685596668,"3.83e-02","TCEA3","CHR_HSCHR1_4_CTG3","protein_coding",10.2607178103124,6.04159721086961,6.43966545615528,8.3998185614103,8.49424722224617,5.41821579907708,4.30494118113356,6.7682596123401
"Down","ENSG00000149201",-2.94327357419492,"2.27e-02","CCDC81","11q14.2","protein_coding",8.96481589072432,5.39256441972926,6.27413427161936,5.69150044854992,7.34344819764537,5.20407765781949,3.93181083833519,4.52931768525876
"Down","AC004923.1",-2.93962912293744,"8.61e-02",NA,"NANA",NA,5.30400179217247,2.91371332595402,4.51214852158457,3.29839723699651,4.13036948749075,2.70661366552027,2.64438015794288,2.39856824201869
"Down","ENSG00000210107",-2.92681204908841,"6.26e-02","MT-TQ","MT","Mt_tRNA",11.1307645924857,6.72310989315932,10.6655982061601,7.09099073348517,6.53272882315813,6.98894936229764,6.39155459817824,7.02948849039318
"Down","ENSG00000170298",-2.92346582205605,"7.05e-02","LGALS9B","17p11.2","protein_coding",7.23155659866294,3.68244763838531,3.93463503475508,4.05740482354101,5.40215440223756,3.03793156486001,3.08823331684235,3.61743666153096
"Down","ENSG00000162069",-2.91504383397066,"7.67e-02","BICDL2","16p13.3","protein_coding",10.0775414529655,5.12664607795158,6.74823556184317,5.487600058668,7.18872167437563,5.70126196099877,4.13040557295086,5.72799271175947
"Down","ENSG00000157613",-2.91130544797201,"7.39e-02","CREB3L1","11p11.2","protein_coding",9.82990418571688,4.84543328098607,6.16485741682611,6.09213160550595,7.75793851747683,5.57943718138702,3.57082066529927,5.74521185278918
"Down","ENSG00000214357",-2.91129060537068,"3.06e-02","NEURL1B","5q35.1","protein_coding",8.87165629864524,6.75887349845862,5.82508673199852,5.69150044854992,5.93205326734533,5.20407765781949,3.26763704210802,4.52931768525876
"Down","ENSG00000078900",-2.908341353313,"2.55e-02","TP73","1p36.32","protein_coding",9.34160758008865,5.9205039423536,6.16485741682611,6.02903990266178,7.62708856624688,5.57943718138702,4.38488060170085,4.64392184074908
"Down","ENSG00000128052",-2.90773142267624,"7.00e-02","KDR","4q12","protein_coding",7.69414626677147,6.1887031120272,6.77327187880537,2.57193721229046,7.12807241548349,3.53401529334692,3.08823331684235,5.02847699203928
"Down","ENSG00000079156",-2.90731905550545,"8.94e-02","OSBPL6","2q31.2","protein_coding",10.1478570582385,6.11702432553691,5.56325421900203,5.2864863016497,8.03893375660336,6.47743708373237,4.30494118113356,4.68018569513525
"Down","ENSG00000142798",-2.90482014998223,"5.34e-02","HSPG2","1p36.12","protein_coding",10.7467093107284,6.28995627289104,7.37365987001919,6.17217866016023,8.55885698813723,6.28819300097117,5.23970563440963,6.44903557940869
"Down","ENSG00000228723",-2.90430242367526,"7.48e-02","SRGAP3-AS2","3p25.3","lncRNA",9.62978347338293,5.64276465948724,6.08711879503189,4.96555454926226,9.01750919454504,6.19170632269758,4.03452271523751,5.2376057770057
"Down","ENSG00000282956",-2.8975569624791,"6.56e-02","MAGI1","CHR_HG2235_PATCH","protein_coding",9.66554511913035,5.71737069709466,5.91782033944435,5.39054478954456,7.34344819764537,5.89756168609163,3.93181083833519,4.71556032059983
"Down","ENSG00000198744",-2.89581309639736,"6.08e-02","MTCO3P12","1p36.33","unprocessed_pseudogene",10.2690444390727,5.87777041531203,9.68407546490056,7.26535843469155,5.68077846893704,6.17497866767151,4.95546364872647,6.55047181895363
"Down","ENSG00000123191",-2.89439294584464,"7.71e-02","ATP7B","13q14.3","protein_coding",10.6039272908864,6.13528064829637,5.61956047634088,5.98539184031318,8.50621171877808,6.15805478259542,5.44011273305744,6.02445751147513
"Down","ENSG00000119125",-2.88659990234564,"2.78e-02","GDA","9q21.13","protein_coding",7.9392333784136,4.60463048920854,4.7324055697761,7.16132571162731,6.11506909227686,4.6953401754683,3.821222074153,3.54061967144169
"Down","ENSG00000117472",-2.88228880454101,"8.11e-02","TSPAN1","1p34.1","protein_coding",13.0420965998237,8.43120854718833,8.68118648971189,7.90958044400786,11.9156984623182,9.04929918599463,7.24339971858524,8.68179497409192
"Down","ENSG00000152611",-2.87401221259349,"7.21e-02","CAPSL","5p13.2","protein_coding",9.3193293975843,5.71737069709466,6.43966545615528,4.55217609326009,9.17944083974246,6.22459078331,4.60112794115396,4.60672289618046
"Down","ENSG00000013588",-2.87326127299111,"7.47e-02","GPRC5A","12p13.1","protein_coding",11.407619583156,7.85824928293892,7.84439272035508,5.0527244200217,8.74958798677748,6.33411963514796,6.57314648801915,7.05041918273003
"Down","ENSG00000205336",-2.85969072149649,"5.88e-02","ADGRG1","16q21","protein_coding",11.0538184538839,5.69292820117567,7.06446737215085,8.89458357742185,8.36223818874849,6.36394475438597,5.51308014852989,7.12466723697199
"Down","ENSG00000223680",-2.85626254193207,"9.24e-02","DDR1","CHR_HSCHR6_MHC_MCF_CTG1","protein_coding",11.0255927052361,5.78830759979852,6.67040917531133,6.620359840965,8.76709578277392,6.28819300097117,4.90212707917972,7.04347597109161
"Down","ENSG00000254726",-2.8553272267342,"4.73e-02","MEX3A","1q22","protein_coding",6.1733597493221,3.86855422439193,4.51214852158457,4.13934768810437,4.64503919589482,3.42505678971066,2.64438015794288,2.56296144511946
"Down","AL357093.2",-2.85483700603381,"2.81e-02",NA,"NANA",NA,8.19834380796396,6.17111451305983,5.96204360964411,6.45419474203775,9.30289550300937,5.74725031531341,5.19605301572431,3.95001724498577
"Down","ENSG00000159212",-2.85100805545894,"5.79e-02","CLIC6","21q22.12","protein_coding",10.7092602254734,6.3845668032824,7.437700849053,6.79485800901566,8.95341002717287,6.79459027565946,4.46062218027614,6.45950622178578
"Down","ENSG00000228253",-2.84907043228435,"7.46e-02","MT-ATP8","MT","protein_coding",18.7530714202904,15.2558642712173,19.137351386379,15.8134638520794,13.1412387101212,15.360864122463,14.8438910852289,14.4341495200946
"Down","ENSG00000153246",-2.84880083618589,"7.55e-02","PLA2R1","2q24.2","protein_coding",9.32572977405318,5.12664607795158,5.01024905535886,5.13492611204457,7.58257941191308,5.26857061096474,4.13040557295086,5.00006838636678
"Down","ENSG00000235098",-2.84328270710766,"8.21e-02","ANKRD65","1p36.33","protein_coding",8.8090792554367,4.8003812409437,5.91782033944435,4.42724802693642,7.26111475540392,5.02897847562601,2.88330907779802,4.88048592635774
"Down","ENSG00000179902",-2.84156291347061,"4.25e-02","C1orf194","1p13.3","protein_coding",9.41847663197417,5.76504737235615,6.34264217345235,5.42362734836831,8.65603028848051,5.74725031531341,4.90212707917972,5.02847699203928
"Down","ENSG00000179178",-2.83971713871537,"6.39e-02","TMEM125","1p34.2","protein_coding",8.00451877287133,4.03337316543427,4.83108620830733,4.82405062408704,6.8840035659066,4.26057193503485,3.08823331684235,4.31541789439529
"Down","ENSG00000143816",-2.82479673050133,"6.63e-02","WNT9A","1q42.13","protein_coding",8.68014583957929,4.60463048920854,4.38797486954844,6.09213160550595,6.75957943361635,4.82965349512209,3.42717852920341,4.60672289618046
"Down","ENSG00000074219",-2.82390580767394,"7.79e-02","TEAD2","19q13.33","protein_coding",5.30400179217247,3.21774704807994,4.7324055697761,3.55879325357807,4.1909242538589,2.50722396959903,3.08823331684235,2.39856824201869
"Down","AL121956.7",-2.82231098777704,"8.47e-02",NA,"NANA",NA,9.79573258268864,6.17111451305983,6.04662004500689,4.49106388321135,8.47001638028331,6.28819300097117,4.60112794115396,4.75008828512088
"Down","ENSG00000151338",-2.818593232335,"7.37e-02","MIPOL1","14q13.3","protein_coding",8.15587031440511,4.37808674229581,3.93463503475508,4.96555454926226,6.1762559847828,4.32264073243637,3.821222074153,3.61743666153096
"Down","ENSG00000165238",-2.81569953144055,"4.97e-02","WNK2","9q22.31","protein_coding",9.62200355633203,5.08967600734406,6.50090238570488,5.82130140489032,7.78274235227208,5.41821579907708,4.95546364872647,5.2376057770057
"Down","ENSG00000165816",-2.81544644032661,"8.66e-02","VWA2","10q25.3","protein_coding",8.36918588711343,4.24990787450119,5.16960007105526,4.36047818417108,6.90222792345744,4.95252047437147,3.08823331684235,3.95001724498577
"Down","ENSG00000159713",-2.81519919271974,"6.84e-02","TPPP3","16q22.1","protein_coding",11.8200495529096,7.73796721531683,8.3394889646034,7.13160101421095,10.6445844780883,8.08722340850467,5.80225055185065,7.52932953141755
"Down","ENSG00000078114",-2.81446222596991,"9.48e-02","NEBL","10p12.31","protein_coding",11.598772746308,7.10294271025434,7.04403964621611,6.35478582090097,8.87021874224721,7.50616037282931,6.24930596871925,6.43848838838446
"Down","AC105101.1",-2.81343167722214,"5.21e-02",NA,"NANA",NA,6.14468635611629,7.6644461315359,8.99498881004098,8.50402641603596,4.41053419309772,6.08830120183346,3.821222074153,4.78380917135596
"Down","ENSG00000080572",-2.81328271935521,"9.92e-02","DNAAF6","Xq22.3","protein_coding",7.17596332969384,4.37808674229581,4.10208130258064,3.29839723699651,6.96425910364896,4.38214894074859,2.88330907779802,3.1844683387856
"Down","ENSG00000124237",-2.80292097958945,"4.99e-02","C20orf85","20q13.32","protein_coding",10.1532650319797,6.24021779587391,7.34054080015808,6.45419474203775,10.0492084656619,6.82707330153907,5.44011273305744,6.13309911986441
"Down","ENSG00000196167",-2.80256585126151,"7.33e-02","COLCA1","11q23.1","lncRNA",9.42146781264768,5.36188424287093,6.30879483061861,5.66407761300655,8.25287216644676,6.07032280407272,3.42717852920341,5.00006838636678
"Down","ENSG00000167646",-2.80222804288801,"4.49e-02","DNAAF3","19q13.42","protein_coding",8.23280750743627,5.53688072229104,5.50466084677243,4.55217609326009,7.45258716972466,5.1015875822309,3.57082066529927,3.88935359438148
"Down","ENSG00000069122",-2.8008551777225,"4.63e-02","ADGRF5","6p12.3","protein_coding",6.76947972511528,6.00235137631123,4.38797486954844,3.67325441973311,7.51904689447522,3.72997457345804,3.57082066529927,4.22010986195126
"Down","ENSG00000166246",-2.79962371278173,"9.75e-02","C16orf71","16p13.3","protein_coding",8.11949482263277,4.49580077309621,5.56325421900203,3.97052596653264,7.76293351738325,5.02897847562601,2.64438015794288,4.40481792293015
"Down","ENSG00000129354",-2.79682510141192,"8.37e-02","AP1M2","19p13.2","protein_coding",9.65032711524669,4.88912094838438,6.30879483061861,5.32201297038412,7.44016763231659,4.12779880359951,4.95546364872647,5.87603156848364
"Down","ENSG00000210195",-2.79680191477957,"3.55e-02","MT-TT","MT","Mt_tRNA",11.8155088749291,7.28566821382675,11.7228440809948,9.89883826755316,8.42975206025634,7.98056506102866,7.82638808376859,8.01789765472667
"Down","ENSG00000210144",-2.78935609161867,"5.79e-02","MT-TY","MT","Mt_tRNA",8.24636572489625,3.34868810203856,7.52872836808749,5.98539184031318,5.45249064706765,4.43929948542755,4.30494118113356,4.40481792293015
"Down","ENSG00000125999",-2.78657468464659,"2.61e-02","BPIFB1","20q11.21","protein_coding",14.0048385697691,9.3965774500913,11.7964379502389,12.3413275393131,13.4922586183465,10.5943287050465,8.64934856987475,10.3587291183847
"Down","ENSG00000204950",-2.78272244608085,"7.18e-02","LRRC10B","11q12.2","protein_coding",8.82271900765824,4.60463048920854,5.72598042084185,5.42362734836831,8.07150822551482,5.3895028270774,3.42717852920341,4.94151579936815
"Down","ENSG00000164972",-2.77562544265365,"8.00e-02","C9orf24","9p13.3","protein_coding",9.42743163293995,5.12664607795158,6.34264217345235,5.87011927444386,8.95341002717287,5.83504983723926,3.57082066529927,5.90696354095117
"Down","ENSG00000173702",-2.77288093319295,"8.34e-02","MUC13","3q21.2","protein_coding",9.68558926090378,5.50914931003911,6.27413427161936,4.77362072349228,8.43288952731311,6.05211753518169,5.19605301572431,4.52931768525876
"Down","ENSG00000126217",-2.7690264391794,"1.74e-02","MCF2L","13q34","protein_coding",8.91898791696424,4.8003812409437,6.95930726788507,7.03856558420274,7.30286873472978,5.02897847562601,4.60112794115396,5.11049309589969
"Down","ENSG00000179914",-2.74857245176922,"8.11e-02","ITLN1","1q23.3","protein_coding",9.01716373773912,6.32218744057542,5.50466084677243,5.32201297038412,8.76460763960878,6.10605831339974,3.26763704210802,4.97108912117835
"Down","ENSG00000174233",-2.73962503355327,"4.19e-02","ADCY6","12q13.12","protein_coding",9.06767847542577,5.87777041531203,6.1265116540604,5.71841173755207,7.30971173877324,5.02897847562601,3.70144718038792,5.4202224855794
"Down","ENSG00000151090",-2.734502503886,"2.78e-02","THRB","3p24.2","protein_coding",9.65795618263565,7.10294271025434,7.27193062713106,5.66407761300655,7.26111475540392,5.89756168609163,5.0068984596682,5.16268962857756
"Down","ENSG00000105289",-2.73322572530326,"9.35e-02","TJP3 ENSG00000105289","19p13.3","protein_coding",10.1870526614903,5.53688072229104,6.58814383579085,5.63612340587622,8.42660775519351,5.89756168609163,4.38488060170085,6.37353278054369
"Down","ENSG00000168772",-2.72624504039514,"9.44e-02","CXXC4","4q24","protein_coding",7.0883379022518,4.24990787450119,4.38797486954844,4.29046754977374,5.84051367176324,4.32264073243637,2.35787152004404,2.96687130559948
"Down","ENSG00000225630",-2.72587064701813,"9.90e-02","MTND2P28","1p36.33","unprocessed_pseudogene",13.5588435575704,9.9812085237507,14.7635425098763,10.4190862047863,9.37806782289736,10.2772571941768,9.98444282412356,10.6874536494427
"Down","ENSG00000064787",-2.7258593933362,"7.53e-02","BCAS1","20q13.2","protein_coding",10.7514714061267,6.75887349845862,7.49901947700101,6.0503785118425,8.88861695554783,6.81632668538302,4.90212707917972,6.62677959844391
"Down","ENSG00000101447",-2.7249744499851,"7.77e-02","FAM83D","20q11.23","protein_coding",9.49713829977033,6.09853401736356,4.51214852158457,6.51685498001551,6.66668867709638,5.26857061096474,4.22031115900193,5.46248038379154
"Down","ENSG00000185567",-2.72423538729498,"4.88e-02","AHNAK2","14q32.33","protein_coding",13.3611642490737,10.2778028135401,10.2545253138413,8.74228904518589,10.8177888169104,9.47191912153124,7.85473939786652,8.81415007635067
"Down","ENSG00000064655",-2.71680804429046,"9.60e-02","EYA2","20q13.12","protein_coding",9.86767809070723,6.13528064829637,5.61956047634088,5.45596826323994,7.64343173722422,5.50107738351215,3.93181083833519,6.07980072606728
