"Regulation","Ensembl ID","log2 Fold Change","Adj.Pval","Symbol","Chr","Type","NSIP_73","NSIP_117","NSIP_122","NSIP_173","NSIP_179","NSIP_187","NSIP_197","NSIP_203","NSIP_80","NSIP_63","NSIP_81","NSIP_82","NSIP_84","NSIP_93","CHP_115","CHP_118","CHP_137","CHP_198","CHP_69"
"Up","ENSG00000112303",2.43357031166052,"1.24e-02","VNN2","6q23.2","protein_coding",9.09048762737147,10.8645988881561,8.26709864320096,8.69160928604228,11.0858257935563,9.55934331532895,10.4048077711554,10.9096361146945,10.8776006067158,8.17965828431154,10.3606748421297,8.9235194164968,9.25076539501925,12.6695841321233,7.89133500136756,7.98527805977624,7.67340551050559,7.87296820103333,8.77237639499576
"Up","AC023157.2",2.42249591496991,"3.63e-02",NA,"NANA",NA,6.54403183335383,9.72857284991345,6.45836660630108,7.72994358727886,9.46953631777448,7.01212602506132,8.20927916760306,9.63736118047823,8.85171241887176,7.95903201568475,8.74493780278025,7.36213259367173,6.63460231191672,11.2333848726501,5.36975203549896,6.37006978453741,6.14390114697229,6.48873875045175,7.61587216408372
"Up","ENSG00000173597",2.4137301683544,"1.14e-02","SULT1B1","4q13.3","protein_coding",7.21776258760479,6.94946780528112,9.89816033899565,7.47619386040756,7.88408406354606,7.81109179158965,8.74594536997029,9.9034191081375,7.16080661190411,8.13239603917706,6.62263151958772,8.72984643091841,5.0839391355339,9.30302798407316,6.03028596206388,5.76932340340529,6.18122218523504,5.6792398229245,6.61842059166813
"Up","ENSG00000248323",2.40073860235705,"2.46e-02","LUCAT1","5q14.3","lncRNA",7.83074918662677,11.6525760081843,8.28917823903573,11.3170532049703,11.881768659582,10.1001475408587,10.0302528187179,12.5728321283507,10.6936178798236,11.0470661397787,11.0512120196754,9.21411661207409,8.287803149292,12.3539445293641,7.53453993054571,8.64406765129835,9.30003179820533,7.6136656860811,9.36177190805975
"Up","ENSG00000072952",2.38211124416789,"2.66e-02","IRAG1","11p15.4","protein_coding",5.68044339554448,7.08357440757806,5.27950728495275,7.13917007446033,7.67258434058287,6.00010777897387,7.60761397193678,9.33849572986513,8.06209172004687,7.27970414232176,7.59897273365957,6.94000147801855,4.79099810306363,9.38099349322544,5.77312126972158,4.67485258496408,5.14988143494597,4.54115738518808,6.25423932091812
"Up","AC099489.1",2.3740740206916,"9.72e-02",NA,"NANA",NA,7.32294679911005,9.67716580929895,8.21422621664277,9.76132509756274,10.2857889996851,8.38564184604853,9.45793984937094,12.1703709177316,10.3091649674043,8.77345825532326,9.86651681960839,8.82993041301377,8.13625322645022,13.0647440673213,6.79062993603635,6.55940960718759,8.70476560818394,8.70931807100584,8.71834342482094
"Up","ENSG00000155966",2.37302777534565,"9.87e-02","AFF2","Xq28","protein_coding",6.63399791873178,9.79394985549551,5.44599182601888,7.20342503955298,8.84151013965237,6.98350642277644,9.80463244526532,9.00606096950506,9.50771679778299,7.95903201568475,7.76097060224408,6.90177804314949,6.49203810474528,10.952130788651,6.1704668720296,4.17678290251607,5.59917656527143,5.04103906033387,8.20713555609732
"Up","ENSG00000171051",2.35698351916905,"6.25e-02","FPR1 ENSG00000171051","19q13.41","protein_coding",12.104495607723,13.5503059019091,10.269734113741,11.9404109657656,12.4435053194042,11.7066230045427,10.8917574705053,12.9880479506876,13.4166198754462,12.1836609785584,12.4067618883371,12.3637819938401,11.1896150064993,14.9392178778842,8.24215214459421,9.69856125605346,8.06148058404302,8.19115472653043,12.3800161677323
"Up","ENSG00000147454",2.30721184723335,"1.69e-02","SLC25A37","8p21.2","protein_coding",9.57657858678767,12.4075591744955,9.76269679119332,11.0187900140925,12.1828493153687,10.7177911139562,12.1376369851521,12.8292590409087,11.8786680057222,11.1970110028233,11.6101896194696,10.6347681569948,9.79307732027436,14.0132990003672,9.08803236240434,9.18573038060597,9.77003712482947,9.50214644084135,10.3404062953881
"Up","ENSG00000274000",2.29654895795061,"2.88e-02","LILRA2","CHR_HSCHR19LRC_COX1_CTG3_1","protein_coding",9.15458951125868,8.79913680041834,7.25612335651659,7.85522909121214,8.06447361851031,7.23082584797488,6.94190918427799,8.97372687746809,9.0157645080023,6.99266424856593,8.37205330177895,9.10269278643217,8.10393472222765,11.0855752261637,5.41555745993059,6.68089214023193,5.85152249999782,5.08267949614084,7.93298315150217
"Up","ENSG00000140932",2.28889257636134,"9.29e-02","CMTM2","16q21","protein_coding",6.38469907407692,7.72166425562692,4.79468649966508,5.9153885095509,7.15575285279815,5.86018854509643,6.94190918427799,8.09329949713958,8.60255096509546,5.76716990506078,7.66822571694672,6.78062782672223,5.98210017853658,9.99864857483368,3.58534501873232,4.72090842814962,4.49386223713394,5.23817173755162,6.93502906860833
"Up","ENSG00000121966",2.27964548053263,"2.28e-02","CXCR4","2q22.1","protein_coding",11.3468642392087,14.2000119245302,10.0285664257256,12.4622499221287,13.6718903625435,11.7211417883985,11.5294711063279,13.3013405790732,14.2182894990418,12.6216779999285,12.7958676760444,11.7106672071475,12.2286549087894,16.7429187533579,8.93524280207285,10.5950763714071,9.10019415368669,9.42330706498909,12.0838353706279
"Up","ENSG00000156886",2.2773864401211,"5.27e-02","ITGAD","16p11.2","protein_coding",4.55545587957565,4.93013728412849,3.7551100265994,4.01139807624609,5.05383977091551,4.1990709612978,4.20304358151799,6.94499424144846,4.79428797024006,6.71319243928192,5.09546503866433,5.63658507662862,7.52454658012856,6.9433675840171,3.87488640526332,3.51817894456966,3.91827302863224,4.34978251744533,3.7547061210997
"Up","ENSG00000144655",2.26656210746808,"3.94e-02","CSRNP1","3p22.2","protein_coding",9.23585531246574,11.5535793396171,8.97854747250228,9.72773368002498,11.1226457712596,10.4320977064452,9.83341710038313,11.3960837378236,10.5553987312208,8.69755610925614,10.5816924437613,10.0921405261245,9.42307995038896,13.5826704860017,7.85854484399929,9.12707851097186,9.12434763870332,8.57717093798462,8.92979929846817
"Up","ENSG00000231507",2.25595919865275,"8.10e-02","LINC01353 ENSG00000231507","1q32.1","lncRNA",5.93171366364315,7.04901377410612,4.42091920397556,5.89823529060756,6.84390706373575,5.06952267002047,5.5623634740114,7.39910700542498,6.63906804646371,6.03728121232902,5.95407699652377,5.89190344506377,4.885289010109,9.09230041658794,2.4151809554186,4.47434778195251,4.08508036099159,4.81264137643423,5.76590780710636
"Up","ENSG00000174885",2.24659360939495,"5.64e-02","NLRP6","11p15.5","protein_coding",5.21038526447397,5.61318314099113,6.10707887590968,3.87776526762969,5.14829194447565,3.98476511770226,5.32354915452893,7.22408150469084,7.16763125468133,2.95194266748223,7.15212615303033,6.23710632913375,5.62932337246916,10.4432119740231,3.22272030012652,2.87071944409578,4.37004012591707,4.48014354463883,4.47676836303608
"Up","ENSG00000146278",2.24362679410435,"1.20e-02","PNRC1","6q15","protein_coding",12.198721372339,13.8582280096297,11.031270055543,12.5523857514852,13.738167390159,12.059821102363,11.9200661638734,13.1805458629854,12.8926509232443,12.186556050454,12.759304749351,12.2836051643759,12.6277538078897,15.5177607935321,11.0782785521734,10.948372651847,11.1882126392438,10.2489383626991,11.3426506719
"Up","AC084030.1",2.23532041053388,"9.82e-02",NA,"NANA",NA,6.03440403309399,4.26680702870374,3.91511574534017,6.32783454164107,4.7667851207049,4.78993043521376,5.32354915452893,4.36838851511077,3.01274866225231,5.37082796553429,2.6743139638276,5.68240058200769,3.86746406099896,3.99996210276719,2,3.88474141388223,3.5125483155277,3.29052307781304,3.06760982104945
"Up","AC022217.3",2.22813824668204,"4.77e-03",NA,"NANA",NA,5.0883847764467,6.02239208340711,3.91511574534017,4.89144417009256,6.01526959421564,6.00010777897387,4.20304358151799,4.36838851511077,5.32050491910964,5.71679177387389,6.32673920330088,5.43722025160535,4.65485077830316,5.93613767353757,2.73719511714325,4.24140867251656,3.5125483155277,3.29052307781304,3.9029977848894
"Up","ENSG00000182022",2.22114670296159,"4.92e-02","CHST15","10q26.13","protein_coding",9.44915513975593,11.1676502830755,8.1351658115945,10.7243266370057,11.6030310912271,9.14254484707824,10.2468724077733,11.5114684292933,11.3126729909642,11.1372145018766,10.6959590231056,9.21411661207409,9.04315997133068,13.513525260688,9.05223153500054,8.02253168994309,9.02006792596447,8.16716115286938,9.77059787396418
"Up","ENSG00000162745",2.21247146317479,"6.71e-02","OLFML2B","1q23.3","protein_coding",8.09906165100998,8.60462759207561,5.64174056436482,8.86053626952082,8.97636832165224,7.1728561949604,6.94190918427799,8.51921999650697,10.1893668040857,10.8242786793862,7.25325381952394,8.6883457750608,8.14898060131652,10.5563082722989,5.9074260924307,7.09351715810572,6.18122218523504,5.37852375548209,8.19639516589978
"Up","AC012645.1",2.17553741017378,"7.02e-02",NA,"NANA",NA,4.1300890840883,5.56507563458572,2.84144198263627,4.85634665862178,4.91744014804099,4.55078794198575,4.46090538446508,6.01083251398563,6.68735702448021,3.92730004646024,5.52687842444374,4.58887599233653,5.28181820398008,7.01718773539144,3.73736723541588,3.1653407416265,3.25692109635143,2.78499274186215,4.56847265257332
"Up","ENSG00000134070",2.16953822184653,"9.82e-02","IRAK2","3p25.3","protein_coding",7.45223205417339,12.0326652219507,6.76185578488039,10.4305022511241,12.169772747349,8.19493959770739,8.35933111894241,10.4650580278057,11.1636127980364,9.84222039234842,9.35283874011618,8.9282809182312,8.64978631815654,14.3149465939495,7.59550846013361,7.20303859706587,8.30915761408266,7.87296820103333,9.10464522409541
"Up","ENSG00000182782",2.16849582920176,"7.02e-02","HCAR2","12q24.31","protein_coding",10.8669691218285,13.3596724766641,9.34461017089621,11.2211607542087,12.1164913898139,10.9573803033843,9.21707925793484,12.7309337944975,11.8711096924934,9.70681274744373,11.9623724850177,11.7863771538941,10.6006851382355,13.9528586968911,8.89942220861281,10.8783410323839,8.15823911590517,8.75832194337883,10.6468899338153
"Up","ENSG00000171049",2.14879697209704,"5.46e-02","FPR2 ENSG00000171049","19q13.41","protein_coding",10.8933956931726,11.9182466900926,10.2844645299611,10.7261504422679,11.1931195905263,10.8197990824576,9.07967160634186,11.8455979649753,11.5538056908913,10.7162351537549,10.2120610942196,10.6127528727968,8.26752061918075,12.9289233213891,6.43795257605846,9.44265274581913,7.23263881383486,7.44830417648802,10.5830426980537
"Up","ENSG00000214456",2.12559482038526,"7.78e-02","PLIN5","19p13.3","protein_coding",4.98959791352633,7.14213218680217,5.09127363441423,5.98203187566247,6.95260918056727,5.03274814939254,6.38022615001625,7.21559819832521,7.10501512697777,5.66459061447397,8.99678218608874,5.70477403021351,7.29760342649859,8.69290069783914,6.00053788698739,3.61891349558734,4.81202389669442,4.416434948071,5.70659002887248
"Up","AC084871.1",2.1094605324874,"4.08e-02",NA,"NANA",NA,5.11986566012083,5.51530845345681,3.91511574534017,4.58338267193808,5.47424086452743,5.55771721319972,4.20304358151799,5.86657330376646,4.75857175995808,4.24424870113517,4.52774643771737,4.58887599233653,4.2914415637614,6.44417031602448,2.4151809554186,3.40987918140086,2.54920970231779,2.78499274186215,4.65469454909641
"Up","ENSG00000100906",2.09433546192482,"6.52e-02","NFKBIA","14q13.2","protein_coding",12.3869738243591,14.8077236910684,11.3519911630095,13.343747578022,14.4380125848689,13.4226757459727,11.9453396849965,13.7885000018345,13.9297001025251,11.6243025748522,12.219505240258,12.4616619640428,12.3493624923898,15.9956147199121,10.9740308103739,11.4454489631293,11.5563331701808,11.109757009817,12.6786810473125
"Up","ENSG00000125144",2.07527071023514,"7.71e-02","MT1G","16q13","protein_coding",8.14950667414775,5.20588060108511,6.53428113280646,5.20218221938381,7.27917291742029,7.76138313276379,5.85965792090279,5.77716297608187,8.50623063445175,5.55415554733156,7.98559946174693,7.90669011210982,7.04869438050531,9.49795507297808,4.93909837174413,5.11508562257766,6.14390114697229,4.48014354463883,6.42343584611983
"Up","ENSG00000100979",2.03373021710599,"5.14e-02","PLTP","20q13.12","protein_coding",12.0633429992686,9.60167435732357,8.40154755436617,11.3061209066942,11.4293374857519,10.1211007567841,9.47995386268116,10.5510168830493,11.7484479389677,11.8601584568925,10.8279222537972,12.2004322142263,12.6087329133151,13.4252460997627,9.15031681887737,9.71145114624843,8.4910595376792,9.2307050780705,10.613638591212
"Up","ENSG00000102096",2.02939571731968,"7.86e-02","PIM2 ENSG00000102096","Xp11.23","protein_coding",8.4481160709213,10.5942153271377,7.46451441826589,8.66396614478364,10.13727747562,9.26055341539178,8.85103415673541,10.1358566829045,10.0082797648176,9.53209661845724,10.456775711046,8.73529073648099,10.40699883383,12.7353102438295,7.97784455730417,7.55415559155361,7.33553797624738,8.54773834056757,9.17197919055543
"Up","AC116353.6",2.02691436420656,"9.87e-02",NA,"NANA",NA,4.35839301299687,4.20536337476286,2.84144198263627,4.53980310086761,4.45808988661479,3.98476511770226,5.18746980100519,4.96223581812351,5.13795645213545,6.26470739348931,4.62384978060555,4.68203424825708,3.26445362034477,6.57563627629807,2.4151809554186,3.02553785538067,3.91827302863224,3.55002546051473,3.7547061210997
"Up","AL109615.3",2.01041731379027,"9.87e-02",NA,"NANA",NA,3.42692088996166,4.93013728412849,2.84144198263627,4.66678091940856,4.30247299945392,3.4277539382621,2,3.76999536675474,4.64579015128013,4.82254510043833,3.57827493365939,4.85204066523872,3.44041972291822,4.70890841634328,2.73719511714325,3.02553785538067,2,2.97387685696999,3.29940724308959
"Up","ENSG00000122862",2.00700790567006,"9.87e-02","SRGN","10q22.1","protein_coding",14.4147056055557,15.4478104878366,11.7148475706332,14.5390539572038,15.4448295680078,14.2471523590918,13.9372971863102,15.2911675297221,15.0719383113732,15.2451469503338,14.1471797940526,14.2830853516555,14.1204713660648,17.0233673114437,11.2140820731299,13.3358981830253,11.04118609674,10.4312377399044,14.6715724969812
"Up","ENSG00000180316",2.00314847611245,"7.46e-02","PNPLA1","6p21.31","protein_coding",5.98397233720887,7.34805445741524,4.19007146746883,7.12449404758419,7.73479264747454,5.83904449761946,6.10603307326717,6.73548204204057,6.55827761814033,6.49140053099179,4.95472259167855,6.68258371400615,4.65485077830316,8.94606887194241,4.32238710433171,4.62727785778992,4.90419015383828,5.65183681009056,5.26077910713212
"Up","ENSG00000002726",1.98399842741748,"2.28e-02","AOC1","7q36.1","protein_coding",5.59341526459447,5.54040662935056,4.05913401396172,6.36576666350982,5.83767837411035,4.13111236959561,5.66841592226075,4.09999684464124,6.29710199508094,5.37082796553429,5.2837667435982,5.35473255362105,4.75814674802912,6.67019914339118,4.32238710433171,3.40987918140086,4.23458445921541,4.27990096066191,2.93606185743491
"Up","ENSG00000112299",1.97938711333251,"3.00e-02","VNN1","6q23.2","protein_coding",8.17969524786274,6.86258076927992,7.19506443032671,8.35693527519978,9.74488189831775,7.56289241278923,8.53783456918553,8.65089506875167,7.9197804378792,6.97133491302466,8.58699623907327,7.90669011210982,7.7205953118439,10.3564862423378,6.82498192867949,6.24955884198932,7.21475212544805,4.65595017976648,6.96908164026523
"Up","ENSG00000109321",1.9711442221034,"1.89e-02","AREG ENSG00000109321","4q13.3","protein_coding",6.65563937683248,8.51250615721656,4.95058817737626,6.15085767643703,8.00681404882869,6.71995732524727,6.9835967569938,8.02697079884153,7.54316183333672,6.22920642371148,7.36871085207511,6.02232745794485,5.98210017853658,7.91973041218956,5.00050203409334,5.65535682881793,5.75581323435692,4.27990096066191,5.70659002887248
"Up","ENSG00000277025",1.966349184949,"3.46e-02","MBOAT7","CHR_HSCHR19LRC_LRC_J_CTG3_1","protein_coding",9.78116968351397,9.25076043085817,7.06460043564935,7.65021842321763,8.37559020733926,7.58210873523735,8.09980687120104,8.99122753791669,9.15104940712427,6.39857128050303,10.9224876679777,9.67568215929985,9.66822974921407,12.9772844655364,7.42682515351644,6.59694034921229,6.93782315260262,7.21545272230279,7.50997952274663
"Up","ENSG00000149131",1.95122907553242,"3.10e-02","SERPING1","11q12.1","protein_coding",13.4655263812375,12.7774055458709,12.4868577493526,14.0200758677332,12.0281663531693,14.3400315777732,11.3053506721161,12.8179198701141,12.453902049178,13.8797130842728,11.4725773836973,15.3065621346314,13.0018515747653,12.8054453569324,11.4870728011627,11.613571279384,10.4920335128719,10.9282318541155,12.2628649091738
"Up","ENSG00000169282",1.89617833065814,"6.01e-02","KCNAB1","3q25.31","protein_coding",8.99609709474677,7.05773185948,6.20323909941615,7.33672810774803,8.67961433768468,7.96540965463645,6.80909170200405,6.21187795523581,7.60982381793752,7.81080478962741,5.42384924667202,9.05994210996246,7.07560888600776,7.84060724908782,5.66349346482409,5.21501773732401,7.23263881383486,5.83355133521698,4.21822115035901
"Up","ENSG00000215244",1.88675154282238,"4.08e-02","LINC02649","10p15.1","lncRNA",5.11986566012083,7.55309877966936,4.79468649966508,7.58739326506641,7.41835844296187,6.58676499139979,7.75932448291719,8.50884242639979,7.30396116274389,8.79789677634342,7.39618701829905,6.51545123952842,5.76778814123935,8.17141569071992,5.84183597207294,5.00771285110366,5.98414132608812,6.03789037472265,5.23302059007893
"Up","ENSG00000280832",1.86700463270701,"9.87e-02","GSEC","11q24.2","lncRNA",5.18083865256231,5.56507563458572,4.31010770365713,4.35099185390347,5.73994960830482,4.55078794198575,5.85965792090279,7.44337322872206,6.56862732675271,6.57861613243546,6.462898654592,5.7268058009369,5.16135863529712,7.68105368803538,4.22284323546407,3.29278496364758,3.5125483155277,5.04103906033387,5.28801359665146
"Up","ENSG00000126759",1.83164416626305,"9.63e-02","CFP","Xp11.23","protein_coding",6.91987352540127,7.43091792843782,6.23391907873749,6.87556224262419,7.42466285268452,6.24482447506664,6.85473636955948,6.97546126237198,7.48424525937839,5.61042951757707,7.34775477811979,6.91142926190716,6.21780731151224,9.89336790337228,4.32238710433171,5.55722248010263,5.59917656527143,5.99491716858153,6.43566477436158
"Up","ENSG00000170989",1.81307902208986,"5.40e-02","S1PR1","1p21.2","protein_coding",6.97255508012101,6.36910532457033,4.05913401396172,6.62753727230922,5.71958355488824,6.24482447506664,7.06352337111821,7.29826675767218,7.23415876203652,8.01221897797564,5.77728345888885,6.07480521339921,7.47991096959193,8.17602739738829,6.00053788698739,5.39624270754889,3.72962650806738,4.48014354463883,5.60196267332505
"Up","ENSG00000128016",1.81044192597044,"5.48e-02","ZFP36","19q13.2","protein_coding",12.5307796661025,13.6752415422801,11.8924159249501,11.7180450506606,13.0537702539109,12.9730542551454,12.4801649666297,12.9162458580438,12.8975340598726,11.4892005095833,14.1397063257493,13.0978462033213,13.0756799393055,15.6374103588201,10.9014393469186,11.9441841023613,11.9027036710145,11.3840609950189,11.665027223409
"Up","ENSG00000008516",1.79167204979611,"5.74e-02","MMP25","16p13.3","protein_coding",7.54791693420076,8.54697080050271,7.92561817610923,7.10966719102124,8.53559600507666,7.65045654319961,9.79295582738078,10.0382115281654,8.82173972782509,6.92770625233313,9.20725543182079,7.89214100907783,7.10203046408236,12.3349962424059,5.70096933146279,5.14917126031433,6.82444965720563,7.68974240088933,7.20882760616706
"Up","ENSG00000171174",1.78383151396209,"6.83e-02","RBKS","2p23.2","protein_coding",5.76251903658624,8.39358536529112,5.3926035193213,6.34058971851266,7.44341245108841,6.57402396205174,5.94654262676607,8.04623505995232,7.74372603263202,6.88271695978176,8.76351803443623,6.26748517331071,7.68608126163918,8.58259863222471,6.1704668720296,4.72090842814962,5.75581323435692,5.16251945365152,6.49530124865252
"Up","ENSG00000196352",1.76320825759611,"3.48e-02","CD55","1q32.2","protein_coding",11.8706375421799,13.0924896138167,10.3454432283621,12.5104930481665,13.1163283778441,11.5797228996587,11.3478687400403,13.4760934767789,12.5749931182277,12.0154115016079,12.932916392108,11.3139364899112,12.1893420765949,13.7430685050717,9.24849747858095,11.3634362289542,10.2890508789118,9.78985628719461,11.7848805860691
"Up","ENSG00000110047",1.75651889117515,"9.82e-02","EHD1","11q13.1","protein_coding",10.8785184611902,12.6048594613971,10.0416319243108,10.837199424633,12.3254927758663,10.427678312254,11.0812825217539,12.1937742965023,11.6366857267522,8.94191724127622,11.0603650625063,11.4800164551385,10.8490315532609,13.9095541376334,9.52413257751737,9.71572231030283,10.6333866511759,10.2235695926094,9.91625440261706
"Up","ENSG00000173868",1.75158191193284,"9.72e-02","PHOSPHO1","17q21.32","protein_coding",7.3563703986184,6.12550582694216,5.93103281335943,4.70673917419265,5.83767837411035,5.27242071244415,7.10188525890439,6.9552215715561,6.79705424443021,4.72396361496047,7.7071394679394,5.98625087671941,4.65485077830316,10.3866412045112,3.87488640526332,3.51817894456966,4.71356535126509,5.75845775262709,4.98933295085203
"Up","ENSG00000122025",1.73143990405163,"2.59e-02","FLT3","13q12.2","protein_coding",5.32286846277964,6.05758858740241,7.11491703531656,7.4704023938175,5.79937757056774,5.58337357489696,8.20927916760306,6.59864689648874,6.61929061477145,6.60655442629338,7.68503172497847,6.25237571069893,6.22983808662062,6.47443770750234,4.32238710433171,4.93141763403801,4.71356535126509,5.27456042963899,5.9814356051514
"Up","ENSG00000170525",1.71529439356595,"5.41e-02","PFKFB3","10p15.1","protein_coding",10.2382513148721,12.8704945029938,9.91955068852886,11.5121865724162,12.3214863644626,11.1130130801221,11.3617674576708,12.7837163301098,12.1770143624277,11.8572543930506,11.4953854639764,10.8707273690897,10.6110708519638,13.8324135384634,10.4910887928772,9.91088366198031,10.6232524596859,10.292842312444,10.2076491009676
"Up","ENSG00000285027",1.71138427140922,"9.72e-02","ALG1L13P","CHR_HG76_PATCH","transcribed_unprocessed_pseudogene",5.23933888163117,6.6938785914699,6.55872350334829,7.25823294442269,6.90830760468042,7.14728080723944,6.38022615001625,7.69600048835294,6.62921322064029,5.71679177387389,6.58730851896534,6.39678911903232,5.554765987878,9.21165094918207,4.80784671230328,5.18247013106759,4.81202389669442,6.14003617728382,5.8776927481415
"Up","ENSG00000275079",1.69925820043609,"2.99e-02","LPCAT1","CHR_HSCHR5_3_CTG1","protein_coding",8.26312605239205,10.4690918483246,7.515352018297,8.9275893395997,10.1160089453272,8.16551580503224,7.9813406395897,10.0333927553631,9.70356949968193,7.94815521160986,8.83302360536676,8.20233921469973,8.29926641335341,12.9393026710058,7.03030352233107,7.33475743192213,6.93782315260262,7.74913482979086,7.80213894616786
"Up","ENSG00000184005",1.6848138162597,"9.85e-02","ST6GALNAC3","1p31.1","protein_coding",5.45216043266337,5.32621620489901,5.93103281335943,5.43409837182636,5.83767837411035,4.91644180699797,4.86945094062197,7.29826675767218,5.48252785610416,7.05482306358592,4.99121619480636,6.35496237747966,5.0839391355339,7.60784981825245,4.11591857535504,4.24140867251656,3.5125483155277,5.08267949614084,5.31474347787348
"Up","AL357033.4",1.66258573729641,"6.57e-02",NA,"NANA",NA,5.21038526447397,6.00446650496343,4.31010770365713,4.9918871755148,5.63511648972294,5.06952267002047,5.66841592226075,5.95076435878671,5.66722734918754,5.43456093940098,6.48865371836269,5.9492489620808,6.58862863509015,7.88635039418145,4.11591857535504,4.36257445456536,4.37004012591707,4.86130530487476,4.92138836402851
"Up","ENSG00000250742",1.59794454722335,"4.08e-02","LINC02381","12q13.13","lncRNA",5.18083865256231,3.92951109715736,5.02264510744639,5.48093763457212,4.59854343245308,4.55078794198575,5.32354915452893,4.69565405468881,4.68437198351807,5.71679177387389,4.37040539734243,5.29699829301702,5.53550864779024,3.38699191369574,3.73736723541588,3.71307110113529,3.5125483155277,4.12908197192705,3.18815888694033
"Up","ENSG00000150681",1.54313504844461,"9.64e-02","RGS18 ENSG00000150681","1q31.2","protein_coding",8.14950667414775,7.8120337732056,6.6063999400823,7.88165222193465,7.40566636805234,7.77814371152983,8.8844288605361,9.18618078123693,8.01367400940754,8.7423161904506,7.31933126061484,7.64845735864411,7.95968852356725,10.2920942572021,6.39286384603817,6.92668247018856,6.06623152433582,6.69074515710637,7.83020103431618
"Up","ENSG00000278550",1.52662549670478,"6.25e-02","SLC43A2","CHR_HSCHR17_1_CTG2","protein_coding",11.1136453321596,11.3494962120994,9.64206534938602,10.8617412679139,11.1871061155498,10.7884309525097,9.14542664543124,10.8937717273236,11.0426094915027,9.82151037309017,10.1182451589535,11.0342492628864,10.3829580095664,12.5378398806283,8.06665436785685,10.0127496532986,8.92975665715813,8.64822796585094,10.2738523852402
"Up","AC138356.1",1.49517927665333,"7.19e-02",NA,"NANA",NA,4.98959791352633,5.48976590941909,4.52382317689145,4.85634665862178,4.98725134748576,4.95626153966632,5.32354915452893,4.48592093341244,5.29579866490614,4.09446081428474,5.16100133868397,6.29723749977435,4.885289010109,6.60329257896622,3.41539611288541,4.24140867251656,4.08508036099159,3.66414190167688,4.52334902813248
"Up","ENSG00000141574",1.48464928097308,"9.82e-02","SECTM1","17q25.3","protein_coding",11.6284633818798,10.8325723390675,9.87401529276347,10.8858726007169,10.4562584399726,11.694166106961,9.84477205729589,10.8117225111793,10.592641658123,9.77302614233605,10.7468701397133,12.0187108547972,10.5890570852412,12.780489266334,9.66827384961063,9.71998086669883,8.52047952220851,8.62727590126178,10.7236990898938
"Up","ENSG00000157017",1.48328412515553,"6.63e-02","GHRL","3p25.3","protein_coding",4.88354623920217,5.61318314099113,3.91511574534017,5.7531320300113,5.71958355488824,4.13111236959561,5.18746980100519,5.15202157123168,6.02381207063465,4.72396361496047,5.2540408092085,4.38230485790357,4.94489113658672,8.71208008075046,3.0002868980162,3.40987918140086,4.23458445921541,4.59969521488614,3.97179357258211
"Up","ENSG00000020181",1.46428036890042,"4.82e-02","ADGRA2","8p11.23","protein_coding",7.96681238895859,5.72686946303294,6.10707887590968,6.01423358021026,6.69539072796447,6.22865656802857,6.94190918427799,6.5723107982874,5.89813805032885,6.22920642371148,5.75623257749637,7.47707711572914,6.35595017432703,7.59413154690389,4.50297284804075,5.50553298626046,4.99082029399913,6.03789037472265,5.204717483237
"Up","ENSG00000111052",1.3696509180527,"9.87e-02","LIN7A","12q21.31","protein_coding",7.81159784088366,7.44427733075217,6.97663160916349,8.1222525100249,8.35593195240627,7.60733871230005,8.70914297265421,8.98125317036477,8.12655717397139,8.5398701250615,6.56327004209314,7.05766506386626,5.93878044208165,9.06023007807608,5.77312126972158,6.7712117002517,6.80066523079466,6.83173431836909,7.09006583993729
"Up","ENSG00000109107",1.32569908261258,"9.87e-02","ALDOC","17q11.2","protein_coding",6.4848139131416,7.26767432918763,6.00404863384531,6.91020091182564,6.26054030286937,6.95430756596778,6.38022615001625,6.15976643378026,6.45047953344466,7.05482306358592,6.88753556387293,6.87243084919421,7.23332181335884,8.72157499695658,5.84183597207294,5.53160921495738,4.49386223713394,5.70613202163029,6.49530124865252
"Up","ENSG00000072401",1.28311041802974,"5.28e-02","UBE2D1","10q21.1","protein_coding",10.606521651965,10.1656270251288,9.12076783457846,10.0081398633651,10.1723549918022,9.78341245578103,9.35051817659873,10.7876009243353,9.68228162284693,10.5427276278,9.51827032407297,9.97966439960506,9.95221655049069,11.7580445890933,8.71481379355176,9.58952279951114,8.98883486541629,7.97600076402121,9.21518363639013
"Up","ENSG00000151014",1.2155104210739,"1.07e-02","NOCT","4q31.1","protein_coding",7.54791693420076,8.44765260988528,6.92115482417196,6.79444370051012,7.8423095569063,7.23892030399771,7.85226928359295,7.93177940022364,7.34668452177833,6.55012610158681,7.46267172506058,7.04894699102459,7.19701316025969,7.50163469110368,6.48167474380046,6.52087639140487,5.80446139803197,5.95062452777977,6.60765212459585
"Up","ENSG00000173890",1.12690840763161,"7.27e-02","GPR160","3q26.2","protein_coding",8.66370288180335,7.85767908370701,7.19506443032671,7.86850114857441,7.91575916695583,7.35518402336651,8.70914297265421,8.5295234516537,8.29807872060615,9.12207646648023,8.82293540376088,8.0446393593781,8.4963939650374,9.66801646195083,6.90744521364156,7.24304322576627,7.52163304855654,7.4079235963126,7.63190377839656
