"Regulation","Ensembl ID","log2 Fold Change","Adj.Pval","Symbol","Chr","Type","NSIP_73","NSIP_117","NSIP_122","NSIP_173","NSIP_179","NSIP_187","NSIP_197","NSIP_203","NSIP_80","NSIP_63","NSIP_81","NSIP_82","NSIP_84","NSIP_93","IPF_182","IPF_202","IPF_92"
"Down","ENSG00000229585",-1.91770024139417,"6.96e-02","RPL21P44","4q12","processed_pseudogene",3.13429753631896,3.83454841798936,4.86037715749454,5.11200865291251,4.05963290925767,3.69104279923128,5.63543339728114,4.66030848728618,4.03124954081406,4.16134229352311,3.93014575339394,3.82412888300867,3.4204236264327,3.75907289273111,5.0704107644981,7.10475553758634,3.95265199442801
"Down","AC006460.2",-1.91695225757853,"6.09e-02",NA,"NANA",NA,4.95834661252148,6.03558740852588,5.15897224772317,5.57232502497711,5.98675315019073,5.3417709420195,5.74195275447813,6.93622887444507,6.0067190915105,6.87197450303378,7.02542683718387,5.66060185647871,6.55256082360564,7.58438128995648,6.31727609815697,9.44993436760286,6.43125225105014
"Down","ENSG00000124103",-1.91603404201646,"9.74e-02","FAM209A","20q13.31","protein_coding",2.48374838898409,4.45721226629272,4.11761552266629,4.15076592247852,4.42145302866405,4.44831957360638,4.5264063487638,6.26894492960239,3.4937640460329,4.57576478400349,4.15691908703721,4.38815801565584,3.66886036335252,5.55233087055972,4.73528798582905,7.49726548868466,5.11363572801014
"Down","ENSG00000142185",-1.91365559912918,"7.36e-02","TRPM2","21q22.3","protein_coding",9.02317312795027,9.35924727585056,8.21056940975729,9.07878867166114,9.09030556835369,9.05232888663489,10.0118577673245,9.20646080399691,10.2673678311855,7.78357129516017,8.13324077055649,8.57968844262208,9.91446076784877,11.7026871228434,10.1339068491054,12.649087309018,10.4563306790036
"Down","ENSG00000182541",-1.91358263901156,"5.81e-02","LIMK2","22q12.2","protein_coding",10.3455159338382,12.7380932975403,10.622991948864,11.4614632925574,12.0725457671013,11.3324983713205,11.0869154875674,12.8078023513352,11.863339957241,10.9123060031534,12.3240931742832,10.8843369582184,11.3528908816749,13.393703381551,11.7978288547587,14.9816533434133,13.0199160250128
"Down","ENSG00000251323",-1.91020526323404,"4.36e-02","LINC02728","11q14.1","lncRNA",4.37376175605713,6.1787664276473,5.56732914484218,6.17088868310486,5.73108637687122,4.89991230920091,6.18117031145025,5.54143606083311,5.83374657735988,6.1990082045474,5.36425229308736,5.07228588384362,4.46647848868328,5.79472248197718,6.16806087170368,8.65745183016659,5.6602565441509
"Down","AP002807.1",-1.90994250563465,"7.51e-02",NA,"NANA",NA,4.71747584963983,7.07570881923139,8.16932208511323,7.71725202968712,7.30814883273847,7.59253722246808,8.46937806641915,7.05143605860719,7.44894566357923,7.11855542730841,6.12376302997542,6.82349524932198,4.94608773582215,8.02043074356852,7.63040875528705,10.4885086243751,7.38646358928746
"Down","ENSG00000251215",-1.90981450851336,"7.42e-02","GOLGA5P1","5p13.1","processed_pseudogene",4.80231373800711,5.25630494980588,4.94101643645333,6.61535769516103,4.79524829464171,6.20049028144749,6.2549810864739,6.86928181670663,5.85200741595513,7.19870865733316,5.45238357604322,4.87820121399645,4.37617989213747,6.93411953924087,7.32046592717429,8.95610247420557,5.37990125857378
"Down","ENSG00000059804",-1.90816221922261,"8.25e-02","SLC2A3","12p13.31","protein_coding",11.2108726692497,13.5430453375491,10.8210889033835,12.7731304249395,13.3830107598397,12.4185411030319,12.4754200543354,13.1436915643522,12.7054165032583,13.2156735330983,11.6650644225442,11.8023013372832,10.6275835508063,14.6087927016945,12.2853109275881,15.9472196707761,13.8837447959174
"Down","AL034347.1",-1.90542699979156,"7.37e-02",NA,"NANA",NA,3.13429753631896,3.54841104275185,3.41677511362933,4.08728916612718,3.83780270217427,3.69104279923128,4.26576039407477,5.39045814146735,3.39758669896708,4.69110003907667,3.55877373681261,3.42972534973826,3.4204236264327,3.75907289273111,4.5331436987072,6.69576693872329,3.95265199442801
"Down","Z94721.3",-1.90525213450691,"6.70e-02",NA,"NANA",NA,3.58104310308973,4.2779538906715,4.48340849898263,5.23426226877497,4.3671062235033,5.20897451683057,5.10737928940623,6.25152548087055,4.37220660168334,4.79789354986234,5.16998256615279,4.26645586239192,3.81350885706401,4.69711823647887,5.48923261776751,7.81279143140974,4.407701187644
"Down","ENSG00000173334",-1.90468122010635,"6.23e-02","TRIB1","8q24.13","protein_coding",10.5760860380044,12.3339550414323,10.5493447217665,11.3437427010835,12.2589733895119,11.5402463726737,11.8543288135634,12.4703028181572,11.8082916256734,11.7413491829223,11.4747572142904,11.1823138628517,10.6821906922709,13.7818560676786,11.4968780771299,15.0422276791957,13.0066687283926
"Down","ENSG00000248476",-1.9017303307473,"6.29e-02","BACH1-IT1","21q21.3","lncRNA",5.48006998346564,7.35741633445623,7.03244152515855,7.73289219374644,6.91233225954493,7.29781801896353,8.08020715527891,7.91800482878955,6.82909047816492,7.39860745836271,5.58826753592262,6.27960147804057,4.59213954429702,6.71583502736192,8.16900575046172,10.0522885007747,6.88503988285971
"Down","AC127024.4",-1.89807311215454,"7.77e-02",NA,"NANA",NA,3.76138446399819,2.89183327351249,3.97169646135579,3.95128775612061,3.25480622776968,3.58784984564237,3.94740757811338,3.38936987454512,3.39758669896708,4.16134229352311,2.51848663947085,2.70949607783665,2.74041503123027,2.77858002903295,4.68734477400738,5.71971206919314,3.1864595021007
"Down","AL356652.1",-1.89323192036941,"8.49e-02",NA,"NANA",NA,2.48374838898409,2.89183327351249,3.17146965084859,3.22529013273404,3.12981107002342,3.22486764203519,3.94740757811338,2.76054666914731,2.93214729939327,3.57760902443798,3.19997414129679,2.27708527360642,3.00431050919825,2.56263180969811,3.93714077613897,5.20334676080083,2.84595928035154
"Down","ENSG00000082074",-1.89296937555235,"5.56e-02","FYB1","5p13.1","protein_coding",11.2823003005809,12.1706095562341,11.4508915097445,12.6493065954509,12.2038353108442,12.6719305795376,12.5551965262588,13.1988368700703,12.7202479228226,13.3610086904198,11.1987419640049,11.1880862823614,11.0822875410369,14.0832924911957,13.3235990418089,15.5410125974054,13.1771370199714
"Down","ENSG00000178096",-1.89139678336402,"5.68e-02","BOLA1","1q21.2","protein_coding",7.16420564849813,7.61205225686399,7.56496284032487,7.556621827584,6.40606815391266,7.40035524444935,6.18117031145025,5.96132525753247,7.55864070931251,3.57760902443798,7.20529487495139,6.89710594010577,7.12383780043138,6.23924836452105,7.38950958491598,9.98616554319226,7.72341845660331
"Down","AL645998.1",-1.88993045001603,"7.85e-02",NA,"NANA",NA,2.48374838898409,3.19111964002649,2.50331830210367,2.65392136802693,2.48140256247077,2.73869869445858,3.53830925783272,3.38936987454512,3.39758669896708,3.57760902443798,2.51848663947085,2.50943090095415,2.74041503123027,3.53995003267867,3.66744133385698,4.90921944743321,3.69282292757823
"Down","AC106028.2",-1.8828699455718,"6.78e-02",NA,"NANA",NA,2.99706145046931,4.84851991987107,3.62636927522772,4.02089045758475,3.98941226864818,4.04280544802019,3.53830925783272,5.11027251614126,4.2117771610493,4.57576478400349,4.35284114104818,4.06217844302941,3.59070698905857,5.71836245296064,5.10731552294055,7.10475553758634,4.68318546659336
"Down","AC022973.1",-1.88169165286015,"7.71e-02",NA,"NANA",NA,3.25960551560914,4.84851991987107,4.58727885509461,5.54895406488661,5.15736802347484,5.10068509253164,5.25858314522028,5.80293133834285,4.51656798960231,6.11887208587092,4.72723955359533,4.50038758413864,3.66886036335252,5.42997771634745,5.85741825914336,8.04084926412241,4.06689449040812
"Down","ENSG00000127528",-1.87782060222444,"9.21e-02","KLF2","19p13.11","protein_coding",11.7049303717611,11.6673142318289,10.4615196503648,10.6206401364089,11.1573173471769,10.6210708748623,11.1094756772731,10.4131773730455,11.0150067723082,8.33781986322635,11.9938446112961,11.373596256343,11.0085914148533,13.6033953117598,11.396553529564,14.6200140888725,12.0010964420753
"Down","AC020663.3",-1.8742226003229,"5.54e-02",NA,"NANA",NA,4.48059604452575,5.28824163077864,5.46195836638048,5.9024291917464,5.54778384966841,5.99400312599811,6.57618768913737,5.51247806707528,5.28064362698745,6.11887208587092,5.06206666811626,5.17732507843356,4.12210344654054,4.52847400278139,6.31727609815697,8.46280055118899,4.85203565412409
"Down","ENSG00000276961",-1.87303349341856,"8.23e-02","MIR7848","8q24.22","miRNA",4.53118584368033,4.39989910064005,5.46195836638048,5.40017158604298,4.75348771363407,5.3731443088864,6.18117031145025,6.17966500153222,4.68900465501561,5.44939483082383,4.47007980581416,3.64036309417449,2.87838829439902,5.3976964124066,5.72120211501768,8.07760283854667,4.97419005015275
"Down","ENSG00000163297",-1.86136422485206,"5.44e-02","ANTXR2","4q21.21","protein_coding",9.68484188096061,11.0338582945638,8.73067344018296,10.7194642188599,11.3087173641023,10.2788871807645,10.3219745377409,11.7475918881309,10.7211046881071,10.6631750901963,10.02737280986,9.33918775735335,9.57588526792513,11.5127641067587,10.1226847857257,13.5424031515725,12.0435755088182
"Down","AP000873.4",-1.85892682271678,"5.51e-02",NA,"NANA",NA,4.37376175605713,6.1787664276473,5.66552497766678,5.80714402811637,5.54778384966841,5.77660205188292,5.39543241777931,5.80293133834285,5.30735803788795,5.31199202137577,4.29044404356822,4.55338961863293,4.176624684642,4.4675743187587,5.92098850777563,8.26984574569048,5.19126054710455
"Down","AC007066.2",-1.85844053562583,"6.35e-02",NA,"NANA",NA,4.42816758448784,4.71390720621191,5.15897224772317,5.20465630704992,5.7942348081365,5.173773511963,4.74709030938281,4.71216864863328,4.64778896128536,6.63325527190374,5.48060356429115,5.07228588384362,4.9771384680975,4.98475988670849,5.79091724447565,8.25921935754773,4.22290153816116
"Down","ENSG00000184730",-1.85738211278984,"7.06e-02","APOBR","16p12.1","protein_coding",11.3147010569573,11.3216325317591,12.5664503046268,12.2024551092498,12.1843228168267,11.6196464469079,11.3889762476865,10.8325360377157,11.3736879794384,8.34664288422104,8.72908772271104,11.1062007942085,9.89426826078059,11.8256974479287,12.2080434452939,14.2808452942978,12.3260180710973
"Down","ENSG00000139946",-1.85706397824008,"4.90e-02","PELI2","14q22.3","protein_coding",7.85716543832742,8.48802483643753,8.4771299131447,8.51129550151416,8.78818617242475,8.02168919745662,9.02800172778108,9.66856803280968,8.98920953566916,8.56650059674442,9.24722206781234,7.85168576950732,7.78104067527439,10.2117782715773,8.97150007084058,11.8940384392172,9.43672200330283
"Down","AL135838.1",-1.85663651347895,"5.87e-02",NA,"NANA",NA,3.37489409606968,3.19111964002649,5.22487408736901,4.62315333626854,3.66836945854255,4.76450332238727,4.5264063487638,4.85742212160488,4.561647541995,4.45040165759426,4.29044404356822,4.44536383967442,4.00646094376747,4.4039901765252,5.57077092707613,7.10475553758634,3.7622971707875
"Down","ENSG00000165071",-1.85448385554555,"8.81e-02","TMEM71","8q24.22","protein_coding",7.97606283064619,9.56226736792905,7.30038913711836,8.7981990732069,9.60358912537831,8.42867812981636,9.72418347597304,10.663372514361,9.57999978651728,9.44434607328206,9.1756644349074,8.29459146967765,8.53729488829533,11.3572607158268,8.97150007084058,12.5843154792288,10.5520061836683
"Down","AL078644.1",-1.85410113497869,"7.93e-02",NA,"NANA",NA,5.06520785918789,7.2641440672084,4.77496230828375,6.23086494550453,6.68685160097766,5.3417709420195,6.02115214411904,6.78703592416611,6.42783237146579,5.51348137722355,6.26024983223619,5.33699800000622,5.03730421400658,8.06222165936784,6.54954751427691,9.34831659435469,6.93854429318504
"Down","AC105137.2",-1.85095740283424,"9.61e-02",NA,"NANA",NA,4.42816758448784,4.89073729995514,4.11761552266629,4.48220629401604,3.36982998454896,4.32539221600764,4.93845271276077,3.38936987454512,4.15407532417837,3.57760902443798,3.05736681705879,3.73516994854597,2.74041503123027,3.28148059985997,4.36046650247807,6.81665132262408,3.54295277720726
"Down","ENSG00000128011",-1.84487040206977,"9.80e-02","LRFN1","19q13.2","protein_coding",5.86241708537619,5.72151901978717,5.40623899464047,4.75154755182881,5.81468463115268,5.46336747610396,6.83874089962253,5.62497778690752,5.3593471314417,5.44939483082383,6.01219450224827,6.13060589119965,4.9771384680975,8.22285259756982,5.40280840210256,9.22267903110596,6.54404430967774
"Down","Z99127.3",-1.84372350014937,"6.65e-02",NA,"NANA",NA,5.22740466303244,8.29718361502679,5.80132144797039,6.59267897648651,6.73055667705062,6.56893082535998,6.18117031145025,7.29194550234739,7.05081651408755,6.15949648004918,6.54047803900948,6.47082499188744,5.59285528883661,7.88726331439321,7.48374474319977,9.84050864736406,6.80498963159419
"Down","AC002091.2",-1.84334451718996,"5.94e-02",NA,"NANA",NA,6.34490309738125,7.14711060633257,6.3064193381322,6.54622317032954,7.30814883273847,6.55531866248219,6.2549810864739,7.02091718072471,6.42783237146579,6.54401623129827,5.56209538099829,6.85550365747448,5.4672593537386,8.53628619885034,6.46676549686125,9.79157027911709,7.88787968520455
"Down","ENSG00000152926",-1.84280904929707,"5.37e-02","ZNF117","7q11.21","protein_coding",7.86704625848691,9.77161583457905,9.43112323286995,10.1894528958944,9.57690059761103,9.93044231966247,9.6712467700289,11.0709145691103,9.87608802289948,10.3041400532229,9.90776718574885,9.18607801914696,8.38354420119424,10.6710432318218,10.7141687605448,12.9297548096697,9.5974285250517
"Down","AL442128.2",-1.84251633772669,"1.16e-02",NA,"NANA",NA,4.48059604452575,5.83397833853041,5.22487408736901,5.31960055200819,5.44658798074277,5.67955559106045,3.94740757811338,5.48292689743368,5.07835946935866,5.79710229420474,4.72723955359533,5.66060185647871,4.46647848868328,5.3976964124066,6.66544289955456,7.75345314982368,6.1878568540062
"Down","AJ003147.3",-1.83993957720041,"6.51e-02",NA,"NANA",NA,3.37489409606968,4.45721226629272,5.80132144797039,5.47647993396954,5.44658798074277,5.27690013714983,6.18117031145025,5.72933594989277,4.94860887071306,6.03402156641797,4.86206484970964,4.74783755963818,4.00646094376747,5.6919837649762,6.11468391136661,8.18817177820604,5.05946388782561
"Down","ENSG00000188786",-1.83855907839129,"2.37e-02","MTF1","1p34.3","protein_coding",10.3006529685244,11.5077723364206,10.7969179895576,10.9797448515031,11.9062332006255,10.3187096973203,10.697792085213,11.3878284347177,10.9576634523321,10.6859499232082,10.8292730841714,10.4769766265435,10.137860542403,11.5636631063459,11.2050125063194,13.9072225588846,11.9880143040634
"Down","ENSG00000173083",-1.83694646287904,"8.77e-02","HPSE ENSG00000173083","4q21.23","protein_coding",9.0297857446016,10.5908185383858,7.41775160278833,10.4418632571097,10.3390559485766,8.93896727229589,8.0179677774914,10.5270476413317,11.1763238864948,10.3898679190782,8.47228832032069,9.2556956871039,9.18180942714186,11.2505954005269,9.90808124176991,13.0105811579727,11.0227732292361
"Down","ENSG00000111642",-1.83660650247832,"2.54e-02","CHD4","12p13.31","protein_coding",7.86704625848691,8.89817652639551,8.6429962806187,9.05824389075906,9.17182978253459,8.92580358119118,9.22452317794859,8.69349009021639,8.50913999741005,8.17893210576858,8.48279024671382,7.77007058923545,7.6714037881331,8.12272231661967,9.23595391922279,11.5694818760975,8.91240359969027
"Down","ENSG00000138678",-1.83298860837317,"6.18e-02","GPAT3","4q21.23","protein_coding",7.70572430767187,9.17934527227476,5.80132144797039,7.76367286998269,9.76860084832422,7.67666944051348,8.27018438383476,8.92537840850724,9.42090484002404,7.97781495218787,8.38912843244428,7.13302213625851,8.00093969434556,9.37321364264851,8.89177209889552,11.1799391932358,10.2259754755775
"Down","ENSG00000223336",-1.83283946498246,"8.85e-02","RNU2-6P","13q14.13","snRNA",2.84538515825795,4.07321934745961,3.62636927522772,4.62315333626854,4.75348771363407,4.44831957360638,3.94740757811338,5.51247806707528,4.37220660168334,3.79947476045818,4.00976383386581,3.64036309417449,2.87838829439902,5.3308825430193,5.0704107644981,7.01916995667621,4.53225638691506
"Down","ENSG00000255423",-1.83104081271236,"4.77e-02","EBLN2","3p13","protein_coding",5.60340927070476,6.90082923768904,6.3949643815303,7.09843090930024,6.7519225366887,6.87317491991707,7.76360000436431,7.30888649777876,6.43995532773438,7.07674456609303,7.12711610120784,6.07731317312088,6.15108024519974,6.64884128555868,7.09097665260003,9.89472329096277,6.48361685725818
"Down","ENSG00000003402",-1.83089992674801,"4.22e-02","CFLAR","2q33.1","protein_coding",11.6368980402739,13.522004517924,12.6509102947658,13.2641638272104,13.9740567930746,13.0652478838262,13.2547755524831,13.937770931794,13.2687977558483,13.1069283743818,13.1175498913217,12.1277339416983,12.1864355301032,14.3432686112283,13.7333711893886,16.1895797143555,14.091929848282
"Down","AL121603.2",-1.83002597005807,"4.77e-02",NA,"NANA",NA,6.04758332310072,7.67380094599431,6.79275575085688,7.0576121949233,7.44562008275817,7.43793019005958,7.10137418669384,7.36666079527107,7.0974830847274,6.1990082045474,7.11816217394194,6.07731317312088,6.89908977962367,8.26819655016819,6.94570835436509,10.197113336246,7.68368078237512
"Down","AC008957.3",-1.82921922795001,"8.31e-02",NA,"NANA",NA,5.88204043722889,7.0386374784184,7.03244152515855,7.72769762230712,7.62422471251291,7.61895048317382,6.57618768913737,7.80910160771655,6.91844672228311,7.6330335890146,4.15691908703721,6.44300581531334,4.22916030854672,6.06520311610858,8.81017987465868,9.57302340776493,6.60204217381025
"Down","AC011462.5",-1.82904627527103,"3.42e-02",NA,"NANA",NA,6.04758332310072,6.16162708360065,5.84388771067727,6.07597318263474,5.7942348081365,6.49954812434648,6.32519866322691,5.77881429039898,5.615959145978,5.51348137722355,5.58826753592262,5.96443147779754,4.88190647332062,6.16447402064171,6.36377142210347,8.89906249243291,5.83165717568292
"Down","AL117335.1",-1.82749356601613,"6.91e-02",NA,"NANA",NA,6.03010022611665,6.86950489510459,6.99515828394564,7.28681200401206,7.82909195024448,7.16967376409286,8.15922444472882,8.22067896576461,7.24296160089441,7.34677806887365,5.93271421097097,7.04323015760049,4.81473650030985,8.51763168037932,8.01729089907345,10.3363199980996,7.50773887185869
"Down","ENSG00000224975",-1.82615773718374,"8.19e-02","INE1","Xp11.3","lncRNA",3.4816475915303,5.49395341939939,6.11114267033024,6.12421135836571,6.29401139651114,6.39644043446666,6.93169989754709,5.35826955632231,4.87907785525663,5.16011201364128,5.45238357604322,4.44536383967442,4.42203555122283,5.10959078416753,6.46676549686125,8.55691340482408,5.21623429291952
"Down","AC092139.2",-1.82186436301371,"8.73e-02",NA,"NANA",NA,5.9205041058429,6.10895239933293,8.6001823586709,7.70673025558284,6.60702937138029,8.15401509312825,8.91869587677822,7.22211923988977,7.21501586121956,7.8595099056545,7.23872598476244,6.75726580442471,5.96225066910495,6.80468867945309,8.49911957371205,10.514432102782,6.21288908012855
"Down","AP000640.1",-1.81894787608308,"8.77e-02",NA,"NANA",NA,5.09913887805694,5.87661714008258,4.11761552266629,4.71000627473455,5.95025002245255,4.11880825680551,4.74709030938281,5.42194419922555,5.43397831500712,6.03402156641797,4.86206484970964,4.9589942652003,3.4204236264327,6.876722433994,5.10731552294055,8.24313156153151,6.21288908012855
"Down","AL355388.1",-1.81799774741701,"6.22e-02",NA,"NANA",NA,5.60340927070476,5.79004086919998,4.77496230828375,5.17443004116605,6.39252788076596,4.71638740663227,5.63543339728114,5.65178351889789,5.3593471314417,6.2749263378517,4.57850311190786,5.56058759249091,4.37617989213747,6.70268284614094,5.03253712795715,8.54383878864577,6.441878328325
"Down","AC135050.3",-1.8145004531952,"9.37e-02",NA,"NANA",NA,3.84375041131145,5.54771587414418,5.84388771067727,5.72610839340008,5.93164616143555,5.3417709420195,6.78991427530818,5.72933594989277,4.68900465501561,4.69110003907667,3.55877373681261,3.82412888300867,3.22731766755965,4.52847400278139,6.40881495666333,7.85574647060685,5.87934345334415
"Down","ENSG00000196268",-1.80956642561868,"6.65e-02","ZNF493","19p12","protein_coding",7.67230394269355,8.1177490664185,8.2896863575753,9.62848759438901,8.37491351211268,8.95201193815435,9.34771724671414,10.0636477860501,8.87999301250976,9.73720009699542,9.95000948046752,8.16860862633366,8.52683985460152,9.91235899332278,9.61642169470901,12.2612250432461,8.39668652633617
"Down","ENSG00000177173",-1.80787878381,"9.77e-02","NAP1L4P1 ENSG00000177173","1p13.1","processed_pseudogene",6.03010022611665,7.67380094599431,8.10951990933319,8.79571907140861,7.89779319283443,7.90310968614018,9.10984962384094,8.58640665635023,8.05670976502343,7.34677806887365,6.1057571952668,6.23162591279719,4.9771384680975,7.44126886978572,8.63169333757228,10.8021031919572,7.42446431380495
"Down","ENSG00000130066",-1.80618289052509,"6.51e-02","SAT1","Xp22.11","protein_coding",13.7796527781892,15.4631086899181,13.7415743458801,14.2001306668034,14.9009252608011,14.6395676338047,13.6492799581875,14.4997096009696,14.543259759903,14.9464219229386,14.4834788441818,13.5201502449167,13.9580071894235,16.3873701055846,14.5218051667716,17.763136092613,15.1150597794764
"Down","AL031600.2",-1.80512565222732,"8.01e-02",NA,"NANA",NA,3.4816475915303,3.74532958689302,4.25012204710402,3.44377498674068,4.3671062235033,4.11880825680551,3.94740757811338,4.08382087619575,3.4937640460329,4.57576478400349,3.19997414129679,3.42972534973826,2.58783760404612,5.14891097930595,5.21268259196149,6.39935026880765,3.7622971707875
"Down","AC244034.3",-1.80497577352717,"9.30e-02",NA,"NANA",NA,3.13429753631896,6.09095794176962,3.17146965084859,5.47647993396954,5.83484863006526,5.75294555504873,4.93845271276077,6.35302035899207,5.04699933277444,5.31199202137577,5.30235748368233,4.74783755963818,4.06544058356791,4.52847400278139,6.49489060086436,7.97743277290606,4.85203565412409
"Down","ENSG00000057704",-1.8048814425317,"9.72e-02","TMCC3","12q22","protein_coding",9.12755801609979,9.3704792593799,8.6125451043438,9.11305706091279,9.86367032599968,8.07989246889377,9.11976167810738,10.2429245358927,10.0483031096972,8.21792218786906,8.11984620500592,8.44241570652873,7.84976072835875,11.7751552326224,9.59546819219242,12.3370794720177,11.0714871418067
"Down","AC090114.3",-1.8018325715733,"7.06e-02",NA,"NANA",NA,4.0659091460829,5.49395341939939,6.63202361302543,6.58120451239646,6.0741638028392,6.56893082535998,6.39215670394186,5.70394554199399,5.52783620158991,5.31199202137577,4.86206484970964,4.32858986993366,4.32881874119187,4.84809589644682,7.23132958708523,8.33707257744496,5.52687830468846
"Down","AP000926.2",-1.80129560943773,"8.14e-02",NA,"NANA",NA,3.25960551560914,5.04824076989616,2.87573304495846,4.53073484347871,4.3671062235033,3.58784984564237,3.94740757811338,4.60651438827686,5.07835946935866,3.99172469819306,4.94542109626866,4.26645586239192,4.32881874119187,5.76971553478525,4.68734477400738,7.27265858979888,5.00317831953391
"Down","ENSG00000118308",-1.79850503468225,"4.22e-02","IRAG2","12p12.1","protein_coding",9.07737374518666,9.19837914940207,8.16092919462282,8.69018395998716,9.06705451432336,8.90717026589831,10.0946007795694,9.48324571174192,9.30472737882775,9.05512760693301,9.26355560681586,8.42829653346143,9.25647922594965,10.2405022999087,8.9789868999106,12.2741476594247,9.84267655271944
"Down","Z83840.1",-1.79345860327933,"6.35e-02",NA,"NANA",NA,2.84538515825795,3.54841104275185,4.48340849898263,4.08728916612718,4.47382667614337,4.19100673242495,5.10737928940623,4.08382087619575,3.74893182077465,3.99172469819306,3.55877373681261,3.1829882334813,3.22731766755965,3.28148059985997,5.03253712795715,6.29916721254266,4.06689449040812
"Down","ENSG00000175857",-1.79298291881339,"6.53e-02","GAPT","5q11.2","protein_coding",9.30885045809866,9.17508120124999,7.40359289800404,9.26958858737777,9.55427670279502,8.07989246889377,9.48441535533301,8.91435114632139,9.07527579743277,9.12346090924029,7.04445691711054,8.42474504348178,8.44313718176226,10.8804517448466,9.18723066727594,11.8420246107492,10.7109038045614
"Down","ENSG00000127946",-1.79290586905253,"4.90e-02","HIP1","7q11.23","protein_coding",10.219102971111,11.0261849175398,10.4321778671102,10.628326211946,11.6716829527115,10.8276865516626,10.8424812700936,11.2042182348528,10.7328540613425,10.472802427649,9.59575032403843,10.2317883422963,8.75895631544661,11.6180907977879,10.6358170670627,13.6822138929964,11.6436667277954
"Down","ENSG00000206952",-1.78784410821036,"5.94e-02","SNORA50A","16q21","snoRNA",5.62686045247866,4.97163736083822,4.94101643645333,6.4982215395211,6.4589931265388,5.82278219674551,5.25858314522028,4.71216864863328,6.97785813926731,6.38180094657299,6.17647021357438,5.50785422040274,5.86599715159271,6.42689044306841,6.70209420230533,8.9058913155833,5.44473305785724
"Down","ENSG00000201183",-1.78479314266475,"9.85e-02","RNVU1-3","1q21.2","snRNA",3.37489409606968,3.83454841798936,2.50331830210367,3.95128775612061,3.25480622776968,5.3417709420195,2.96515226467177,4.00284913048562,3.89698545449026,4.69110003907667,4.08521688171898,3.31162515668913,3.22731766755965,3.28148059985997,5.76805114915457,5.86695782537704,3.54295277720726
"Down","ENSG00000236953",-1.78329926496648,"7.11e-02","ZDHHC20-IT1 ENSG00000236953","13q12.11","lncRNA",3.92166683266627,3.32030090373899,4.25012204710402,4.32598326315776,3.57555502839953,4.19100673242495,4.5264063487638,4.30258729631569,3.96567884140836,3.79947476045818,3.32974444117907,3.82412888300867,2.74041503123027,3.28148059985997,4.82664415912403,6.37986248840881,3.37568952772296
"Down","ENSG00000185650",-1.78004902103765,"8.84e-02","ZFP36L1","14q24.1","protein_coding",11.3851544104491,13.0381161498726,10.5905494792179,12.3362468004121,12.6259387238431,12.1001614373694,11.645489887853,12.8354681632725,12.6762493597579,12.7878386736406,13.3206061283347,11.4860690510159,12.6226990247685,14.796138943824,12.5120966298202,15.7356374315067,13.7237583565952
"Down","ENSG00000227773",-1.77743510248238,"7.67e-02","ASH1L-IT1","1q22","lncRNA",3.25960551560914,3.19111964002649,4.58727885509461,4.71000627473455,3.75557197830282,4.19100673242495,5.10737928940623,4.30258729631569,3.96567884140836,4.57576478400349,3.75637651047303,3.9079196026164,3.00431050919825,3.75907289273111,5.21268259196149,6.6147243709948,3.4617438179318
"Down","ENSG00000140379",-1.77613517391008,"9.58e-02","BCL2A1","15q25.1","protein_coding",11.9901724035782,14.0994742425868,11.5041149663672,12.619116444419,13.7518188294831,12.1465739368104,11.3240120546541,13.8738352083011,13.7835671851493,11.3365940679405,11.5348670260663,12.0929133985089,11.6980134355383,14.2772234710632,12.5696342446766,15.7163135973566,14.5309304592259
"Down","ENSG00000145819",-1.77374095821708,"5.23e-02","ARHGAP26","5q31.3","protein_coding",10.8213137782069,12.2469952816628,11.5933626280306,11.9659604435668,12.2154173753607,11.9117157968239,12.346292341781,12.8590234180199,12.1870388788847,11.6631615203758,11.2156304443244,10.780487768461,10.4229159073563,13.1143677917531,12.2069811940241,14.9205327939533,12.6001157141495
"Down","ENSG00000272752",-1.77078362914083,"7.66e-02","STAG3L5P-PVRIG2P-PILRB","7q22.1","lncRNA",2.67586855428415,3.19111964002649,3.62636927522772,3.6334824279039,3.12981107002342,3.22486764203519,4.26576039407477,3.10895087110678,3.06332117327356,2.58129044769608,3.55877373681261,2.88516599796378,2.87838829439902,3.65366763789285,3.93714077613897,5.52054967635612,3.28417482046161
"Down","AL355916.1",-1.76937300848653,"7.80e-02",NA,"NANA",NA,3.92166683266627,5.49395341939939,3.41677511362933,5.07975504776848,5.73108637687122,5.10068509253164,5.25858314522028,6.33659268043655,5.28064362698745,5.84770107485511,4.08521688171898,5.0355017252828,4.59213954429702,6.2752307064188,5.24616155586961,8.10753138559785,6.05573418533216
"Down","AC007728.3",-1.76676990358987,"8.62e-02",NA,"NANA",NA,4.48059604452575,5.87661714008258,5.66552497766678,6.41017255917937,6.24963968341567,6.05331126621553,6.88596898721469,6.30316526779347,5.22568336376558,6.66181573129556,3.93014575339394,4.87820121399645,3.50807619939805,6.80468867945309,6.8618037515532,8.6164088285848,6.45242671181294
